2025-08-16 03:44:29,869 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 03:51:56,549 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:08:37,966 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:13:09,440 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:14:38,809 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:16:11,785 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:17:39,248 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:47:49,658 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:48:46,711 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-16 04:51:05,353 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:52:01,439 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-16 04:55:10,777 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 04:55:58,833 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-16 16:26:29,825 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 16:27:52,040 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 16:36:39,846 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 16:40:44,758 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 16:41:41,652 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-16 22:59:25,350 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-16 23:00:34,104 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 02:08:40,419 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-17 02:09:32,064 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 02:34:40,777 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 02:36:45,137 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 02:37:51,558 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 02:40:00,090 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 02:40:52,390 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 02:43:20,769 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 02:44:21,184 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 03:07:13,141 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 03:08:18,534 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 03:47:38,500 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 03:48:37,489 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 04:42:49,766 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 04:44:17,397 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 04:45:55,258 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 04:46:51,532 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 04:58:00,877 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 04:59:05,474 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 16:09:40,170 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 16:10:37,222 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 16:11:02,973 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 16:27:36,752 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-17 16:33:15,721 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-17 16:35:33,125 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=True)
2025-08-17 16:35:59,239 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 18:10:07,148 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 18:13:53,036 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 18:18:29,824 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 18:19:51,226 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 18:22:25,589 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 18:27:19,211 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 18:54:35,046 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 18:58:57,971 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 19:01:00,914 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 19:02:47,985 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 19:05:48,151 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 21:37:30,852 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 22:53:23,073 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-17 23:00:32,814 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-17 23:02:41,223 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 01:42:14,726 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 01:54:35,862 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 01:59:09,567 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 02:00:31,973 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 03:09:38,471 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 03:10:29,048 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 03:11:58,096 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 21:37:46,502 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 21:39:03,174 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 21:42:05,637 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 21:45:13,604 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 21:48:23,155 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 21:48:51,811 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 21:50:37,186 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-18 21:51:08,228 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 21:52:18,724 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 21:53:03,274 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-18 21:54:06,526 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-19 00:16:04,721 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 00:16:39,341 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-19 00:22:41,096 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 00:23:18,841 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-19 00:24:06,430 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 00:56:12,996 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 00:57:52,849 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-19 01:01:27,121 - socrates_system.clarification_resolution.core - WARNING - Failed to parse refined questions JSON: list index out of range
2025-08-19 01:41:51,624 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 01:49:01,554 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 01:50:57,481 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 01:51:54,206 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 01:56:14,220 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
2025-08-19 02:15:42,670 - socrates_system.clarification_resolution.core - INFO - ClarificationResolutionModule initialized (dev_mode=False)
